TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH
"Tracker","PriceDrop","ScenarioId","int",""
"Tracker","PriceDrop","CreatedAt","datetime2",""
"Tracker","PriceDrop","StartedAt","datetime2",""
"Tracker","PriceDrop","FinishedAt","datetime2",""
"Tracker","PriceDrop","PriceDropFrom","datetime2",""
"Tracker","PriceDrop","PriceDropTo","datetime2",""
"Tracker","PriceDrop","Mode","tinyint",""
"Tracker","PriceDrop","Status","tinyint",""
"Tracker","PriceDrop","ProductsCount","int",""
"Tracker","PriceDrop","ProductsCandidatesCount","int",""
"Tracker","PriceDrop","CustomersCandidatesCount","int",""
"Tracker","PriceDrop","VisitorsCandidatesCount","int",""
"Tracker","PriceDrop","CustomersPassedCount","int",""
"Tracker","PriceDrop","InCart","bit",""
"Tracker","PriceDrop","OnWishlist","bit",""
"Tracker","PriceDrop","ProductView","bit",""
"Tracker","PriceDrop","CartAddition","bit",""
"Tracker","PriceDrop","WishlistAddition","bit",""
"Tracker","PriceDrop","DaysLimit","int",""
"Tracker","PriceDrop","PriceChangePercentage","int",""
"Tracker","PriceDrop","PriceChangeNominal","int",""
"Tracker","PriceDrop","IgnoreProductsOrderedWithin","int",""
"Tracker","ProductAttributeValue_035","Id","bigint",""
"Tracker","ProductAttributeValue_035","ProductId","int",""
"Tracker","ProductAttributeValue_035","Value","nvarchar","256"
"Tracker","ProductAttributeValue_035","Source","tinyint",""
"Tracker","ProductAttributeValue_036","Id","bigint",""
"Tracker","ProductAttributeValue_036","ProductId","int",""
"Tracker","ProductAttributeValue_036","Value","nvarchar","512"
"Tracker","ProductAttributeValue_036","Source","tinyint",""
"Tracker","ProductAttributeValue_038","Id","bigint",""
"Tracker","ProductAttributeValue_038","ProductId","int",""
"Tracker","ProductAttributeValue_038","Value","nvarchar","256"
"Tracker","ProductAttributeValue_038","Source","tinyint",""
"Tracker","ProductAttributeValue_040","Id","bigint",""
"Tracker","ProductAttributeValue_040","ProductId","int",""
"Tracker","ProductAttributeValue_040","Value","int",""
"Tracker","ProductAttributeValue_040","Source","tinyint",""
"Tracker","ProductAttributeValue_041","Id","bigint",""
"Tracker","ProductAttributeValue_041","ProductId","int",""
"Tracker","ProductAttributeValue_041","Value","decimal",""
"Tracker","ProductAttributeValue_041","Source","tinyint",""
"Tracker","ProductAttributeValue_042","Id","bigint",""
"Tracker","ProductAttributeValue_042","ProductId","int",""
"Tracker","ProductAttributeValue_042","Value","bit",""
"Tracker","ProductAttributeValue_042","Source","tinyint",""
"Tracker","ProductAttributeValue_043","Id","bigint",""
"Tracker","ProductAttributeValue_043","ProductId","int",""
"Tracker","ProductAttributeValue_043","Value","datetime2",""
"Tracker","ProductAttributeValue_043","Source","tinyint",""
"Tracker","ProductAttributeValue_044","Id","bigint",""
"Tracker","ProductAttributeValue_044","ProductId","int",""
"Tracker","ProductAttributeValue_044","Value","datetime2",""
"Tracker","ProductAttributeValue_044","Source","tinyint",""
"Tracker","ProductAttributeValue_048","Id","bigint",""
"Tracker","ProductAttributeValue_048","ProductId","int",""
"Tracker","ProductAttributeValue_048","Value","nvarchar","256"
"Tracker","ProductAttributeValue_048","Source","tinyint",""
"Tracker","ProductAttributeValue_050","Id","bigint",""
"Tracker","ProductAttributeValue_050","ProductId","int",""
"Tracker","ProductAttributeValue_050","Value","nvarchar","256"
"Tracker","ProductAttributeValue_050","Source","tinyint",""
"Tracker","ProductAttributeValue_051","Id","bigint",""
"Tracker","ProductAttributeValue_051","ProductId","int",""
"Tracker","ProductAttributeValue_051","Value","nvarchar","256"
"Tracker","ProductAttributeValue_051","Source","tinyint",""
"Tracker","ProductFeed","Id","int",""
"Tracker","ProductFeed","WebsiteId","int",""
"Tracker","ProductFeed","CreatedAt","datetime2",""
"Tracker","ProductFeed","UpdatedAt","datetime2",""
"Tracker","ProductFeed","Status","tinyint",""
"Tracker","ProductFeed","Type","tinyint",""
"Tracker","ProductFeed","Name","nvarchar","50"
"Tracker","ProductFeed","Currency","char","3"
"Tracker","ProductFeed","CronExpression","varchar","120"
"Tracker","ProductFeed","Url","nvarchar","2048"
"Tracker","ProductFeed","Username","nvarchar","256"
"Tracker","ProductFeed","Password","nvarchar","256"
"Tracker","ProductFeed","LastDownload","datetime2",""
"Tracker","ProductFeed","SettingsJson","nvarchar","-1"
"Tracker","ProductFeed","Repeat","tinyint",""
"Tracker","ProductFeedImport","Id","int",""
"Tracker","ProductFeedImport","ProductFeedId","int",""
"Tracker","ProductFeedImport","CreatedAt","datetime2",""
"Tracker","ProductFeedImport","StartedAt","datetime2",""
"Tracker","ProductFeedImport","FinishedAt","datetime2",""
"Tracker","ProductFeedImport","Status","tinyint",""
"Tracker","ProductFeedImport","LocalFilePrefix","nvarchar","255"
"Tracker","ProductFeedImport","Found","int",""
"Tracker","ProductFeedImport","Invalid","int",""
"Tracker","ProductFeedImport","Duplicated","int",""
"Tracker","ProductFeedImport","Added","int",""
"Tracker","ProductFeedImport","Updated","int",""
"Tracker","ProductFeedImport","Removed","int",""
"Tracker","ProductFeedImport","CleanedUp","bit",""
"Tracker","ProductFeedImport","DownloadFromPanel","bit",""
"Tracker","TempOrder","Id","int",""
"Tracker","TempOrder","WebsiteId","int",""
"Tracker","TempOrder","SessionId","int",""
"Tracker","TempOrder","CreatedAt","datetime2",""
"Tracker","TempOrder","OrderId","nvarchar","128"
"Tracker","TempOrder","VisitorId","uniqueidentifier",""
"Tracker","Website","Id","int",""
"Tracker","Website","CreatedAt","datetime2",""
"Tracker","Website","UpdatedAt","datetime2",""
"Tracker","Website","UpdatedBy","varchar","320"
"Tracker","Website","Status","tinyint",""
"Tracker","Website","Name","nvarchar","50"
"Tracker","Website","Url","nvarchar","2048"
"Tracker","Website","Description","nvarchar","300"
"Tracker","Website","SessionIdleTimeout","tinyint",""
"Tracker","Website","Language","nvarchar","10"
"Tracker","Website","Currency","char","3"
"Tracker","Website","RecommendationEngine","tinyint",""
"Tracker","Website","UpdateAmountLimit","tinyint",""
"Tracker","Website","UpdateTimeLimit","tinyint",""
"Tracker","Website","MarkProductAsInactiveAfterHours","int",""
"Tracker","Website","EsConfigured","bit",""
"Tracker","Website","FirstTimeConfigured","bit",""
"Tracker","Website","AdditionalCurrencies","nvarchar","-1"
"Tracker","Website","IncludeTotalValueInOrder","bit",""
"Tracker","Website","ScriptUploaded","bit",""
"Tracker","Website","Group","tinyint",""
"Tracker","Website","WebsiteChecklistJson","nvarchar","-1"
"Tracker","WebsiteProduct","Id","int",""
"Tracker","WebsiteProduct","WebsiteId","int",""
"Tracker","WebsiteProduct","ProductFeedId","int",""
"Tracker","WebsiteProduct","ProductId","varchar","50"
"Tracker","WebsiteProduct","CreatedAt","datetime2",""
"Tracker","WebsiteProduct","UpdatedAt","datetime2",""
"Tracker","WebsiteProduct","Name","nvarchar","250"
"Tracker","WebsiteProduct","Status","tinyint",""
"Tracker","WebsiteProduct","Url","nvarchar","2048"
"Tracker","WebsiteProduct","ImageUrl","nvarchar","2048"
"Tracker","WebsiteProduct","Category","nvarchar","2048"
"Tracker","WebsiteProduct","Stock","int",""
"Tracker","WebsiteProduct","IsAvailable","bit",""
"Tracker","WebsiteProduct","ValidFrom","datetime2",""
"Tracker","WebsiteProduct","ValidTo","datetime2",""
"Tracker","WebsiteProduct","IsImportRelated","bit",""
"Tracker","WebsiteProduct","ForceUpdate","bit",""
"Tracker","WebsiteProductChangeLog","Id","int",""
"Tracker","WebsiteProductChangeLog","WebsiteId","int",""
"Tracker","WebsiteProductChangeLog","ProductId","varchar","50"
"Tracker","WebsiteProductChangeLog","Name","nvarchar","250"
"Tracker","WebsiteProductChangeLog","Category","nvarchar","2048"
"Tracker","WebsiteProductChangeLog","Price","decimal",""
"Tracker","WebsiteProductChangeLog","Currency","char","3"
"Tracker","WebsiteProductHistory","Id","int",""
"Tracker","WebsiteProductHistory","WebsiteId","int",""
"Tracker","WebsiteProductHistory","ProductFeedId","int",""
"Tracker","WebsiteProductHistory","ProductId","varchar","50"
"Tracker","WebsiteProductHistory","CreatedAt","datetime2",""
"Tracker","WebsiteProductHistory","UpdatedAt","datetime2",""
"Tracker","WebsiteProductHistory","Name","nvarchar","250"
"Tracker","WebsiteProductHistory","Status","tinyint",""
"Tracker","WebsiteProductHistory","Url","nvarchar","2048"
"Tracker","WebsiteProductHistory","ImageUrl","nvarchar","2048"
"Tracker","WebsiteProductHistory","Category","nvarchar","2048"
"Tracker","WebsiteProductHistory","Stock","int",""
"Tracker","WebsiteProductHistory","IsAvailable","bit",""
"Tracker","WebsiteProductHistory","ValidFrom","datetime2",""
"Tracker","WebsiteProductHistory","ValidTo","datetime2",""
"Tracker","WebsiteProductHistory","IsImportRelated","bit",""
"Tracker","WebsiteProductHistory","ForceUpdate","bit",""
"Tracker","WebsiteProductLastSeen","WebsiteProductId","int",""
"Tracker","WebsiteProductLastSeen","LastSeen","datetime2",""
"Tracker","WebsiteProductPrice","WebsiteProductId","int",""
"Tracker","WebsiteProductPrice","Price","decimal",""
"Tracker","WebsiteProductPrice","SalePrice","decimal",""
"Tracker","WebsiteProductPrice","Currency","char","3"
"Tracker","WebsiteProductPrice","ValidFrom","datetime2",""
"Tracker","WebsiteProductPrice","ValidTo","datetime2",""
"Tracker","WebsiteProductPrice","OmnibusPrice","decimal",""
"Tracker","WebsiteProductPriceHistory","WebsiteProductId","int",""
"Tracker","WebsiteProductPriceHistory","Price","decimal",""
"Tracker","WebsiteProductPriceHistory","SalePrice","decimal",""
"Tracker","WebsiteProductPriceHistory","Currency","char","3"
"Tracker","WebsiteProductPriceHistory","ValidFrom","datetime2",""
"Tracker","WebsiteProductPriceHistory","ValidTo","datetime2",""
"Tracker","WebsiteProductPriceHistory","OmnibusPrice","decimal",""
"Tracker","WebsiteScript","WebsiteId","int",""
"Tracker","WebsiteScript","CreatedAt","datetime2",""
"Tracker","WebsiteScript","UpdatedAt","datetime2",""
"Tracker","WebsiteScript","UpdatedBy","varchar","320"
"Tracker","WebsiteScript","Code","nvarchar","-1"
"Tracker","WebsiteScript","ValidFrom","datetime2",""
"Tracker","WebsiteScript","ValidTo","datetime2",""
"Tracker","WebsiteScriptHistory","WebsiteId","int",""
"Tracker","WebsiteScriptHistory","CreatedAt","datetime2",""
"Tracker","WebsiteScriptHistory","UpdatedAt","datetime2",""
"Tracker","WebsiteScriptHistory","UpdatedBy","varchar","320"
"Tracker","WebsiteScriptHistory","Code","nvarchar","-1"
"Tracker","WebsiteScriptHistory","ValidFrom","datetime2",""
"Tracker","WebsiteScriptHistory","ValidTo","datetime2",""
"Tracker","WebsiteSession","Id","bigint",""
"Tracker","WebsiteSession","CreatedOn","datetime2",""
"Tracker","WebsiteSession","WebsiteId","int",""
"Tracker","WebsiteSession","VisitorId","uniqueidentifier",""
"Tracker","WebsiteSession","StartedOn","datetime2",""
"Tracker","WebsiteSession","EndedOn","datetime2",""
"Tracker","WebsiteSession","EndedWithSale","bit",""
"Tracker","WebsiteSession","ProductsVisitedCount","int",""
"Tracker","WebsiteSession","CartValueTotal","decimal",""
"Tracker","WebsiteSession","CustomerId","int",""
"Tracker","WebsiteSession","CartAdditionsCount","int",""
"Tracker","WebsiteSession","SalesCount","int",""
"Tracker","WebsiteSession","SalesTotalValue","decimal",""
"Tracker","WebsiteSession","EndingReason","tinyint",""
"Tracker","WebsiteSession","CartValueDelta","decimal",""
"Tracker","WebsiteSession","Currency","char","3"
"Tracker","WebsiteSession","IsBounced","bit",""
"Tracker","WebsiteSession","WishlistAdditionsCount","int",""
"Tracker","WebsiteSession","ActionsDeleted","bit",""
"Tracker","WebsiteSession","UnavailableProductsVisitedCount","int",""
"Tracker","WebsiteSessionAggregatedCounters","Id","bigint",""
"Tracker","WebsiteSessionAggregatedCounters","WebsiteId","int",""
"Tracker","WebsiteSessionAggregatedCounters","DateTimeFrom","datetime2",""
"Tracker","WebsiteSessionAggregatedCounters","DateTimeTo","datetime2",""
"Tracker","WebsiteSessionAggregatedCounters","ProductsVisitedCount","int",""
"Tracker","WebsiteSessionAggregatedCounters","CartAdditionsCount","int",""
"Tracker","WebsiteSessionAggregatedCounters","SalesCount","int",""
"Tracker","WebsiteSessionAggregatedCounters","SessionsCount","int",""
"Tracker","WebsiteSessionAggregatedCounters","WishlistAdditionsCount","int",""
"Tracker","WebsiteSessionAggregatedCounters","BouncedSessionsCount","int",""
"Tracker","WebsiteSessionAggregatedCounters","UnavailableProductsVisitedCount","int",""
"Tracker","WebsiteSessionAggregatedDetailedCounters","Id","bigint",""
"Tracker","WebsiteSessionAggregatedDetailedCounters","WebsiteId","int",""
"Tracker","WebsiteSessionAggregatedDetailedCounters","DateTimeFrom","datetime2",""
"Tracker","WebsiteSessionAggregatedDetailedCounters","DateTimeTo","datetime2",""
"Tracker","WebsiteSessionAggregatedDetailedCounters","DetailsJson","nvarchar","-1"
"Tracker","WebsiteSessionDetailedCounters","Id","bigint",""
"Tracker","WebsiteSessionDetailedCounters","SessionId","bigint",""
"Tracker","WebsiteSessionDetailedCounters","CreatedOn","datetime2",""
"Tracker","WebsiteSessionDetailedCounters","WebsiteId","int",""
"Tracker","WebsiteSessionDetailedCounters","DetailsJson","nvarchar","-1"
"Tracker","WebsiteSetting","WebsiteId","int",""
"Tracker","WebsiteSetting","Setting","tinyint",""
"Tracker","WebsiteSetting","Value","nvarchar","-1"
"Tracker","WebsiteSetting","ValidFrom","datetime2",""
"Tracker","WebsiteSetting","ValidTo","datetime2",""
"Tracker","WebsiteSetting","UpdatedBy","varchar","320"
"Tracker","WebsiteSettingHistory","WebsiteId","int",""
"Tracker","WebsiteSettingHistory","Setting","tinyint",""
"Tracker","WebsiteSettingHistory","Value","nvarchar","-1"
"Tracker","WebsiteSettingHistory","ValidFrom","datetime2",""
"Tracker","WebsiteSettingHistory","ValidTo","datetime2",""
"Tracker","WebsiteSettingHistory","UpdatedBy","varchar","320"
"WebPush","OptInContent","Id","int",""
"WebPush","OptInContent","OptInPromptId","int",""
"WebPush","OptInContent","Name","nvarchar","-1"
"WebPush","OptInContent","CreatedAt","datetime2",""
"WebPush","OptInContent","LastEditedAt","datetime2",""
"WebPush","OptInContent","RawHtml","nvarchar","-1"
"WebPush","OptInContent","RawCss","nvarchar","-1"
"WebPush","OptInContent","Html","nvarchar","-1"
"WebPush","OptInContent","IsHtmlDynamic","bit",""
"WebPush","OptInContent","WrappedHtml","nvarchar","-1"
"WebPush","OptInContent","Width","int",""
"WebPush","OptInContent","Height","int",""
"WebPush","OptInContent","Json","nvarchar","-1"
"WebPush","OptInContent","RawJs","nvarchar","-1"
"WebPush","OptInContent","UpdatedBy","varchar","320"
"WebPush","OptInContent","ValidFrom","datetime2",""
"WebPush","OptInContent","ValidTo","datetime2",""
"WebPush","OptInContentCounters","OptInContentId","int",""
"WebPush","OptInContentCounters","Allowed","int",""
"WebPush","OptInContentCounters","Denied","int",""
"WebPush","OptInContentCounters","Displayed","int",""
"WebPush","OptInContentHistory","Id","int",""
"WebPush","OptInContentHistory","OptInPromptId","int",""
"WebPush","OptInContentHistory","Name","nvarchar","-1"
"WebPush","OptInContentHistory","CreatedAt","datetime2",""
"WebPush","OptInContentHistory","LastEditedAt","datetime2",""
"WebPush","OptInContentHistory","RawHtml","nvarchar","-1"
"WebPush","OptInContentHistory","RawCss","nvarchar","-1"
"WebPush","OptInContentHistory","Html","nvarchar","-1"
"WebPush","OptInContentHistory","IsHtmlDynamic","bit",""
"WebPush","OptInContentHistory","WrappedHtml","nvarchar","-1"
"WebPush","OptInContentHistory","Width","int",""
"WebPush","OptInContentHistory","Height","int",""
"WebPush","OptInContentHistory","Json","nvarchar","-1"
"WebPush","OptInContentHistory","RawJs","nvarchar","-1"
"WebPush","OptInContentHistory","UpdatedBy","varchar","320"
"WebPush","OptInContentHistory","ValidFrom","datetime2",""
"WebPush","OptInContentHistory","ValidTo","datetime2",""
"WebPush","OptInContentUtmParameter","Id","int",""
"WebPush","OptInContentUtmParameter","OptInContentId","int",""
"WebPush","OptInContentUtmParameter","Name","nvarchar","50"
"WebPush","OptInContentUtmParameter","Value","nvarchar","300"
"WebPush","OptInContentUtmParameter","IsDynamic","bit",""
"WebPush","OptInPrompt","Id","int",""
"WebPush","OptInPrompt","Name","nvarchar","256"
"WebPush","OptInPrompt","WebsiteId","int",""
"WebPush","OptInPrompt","Type","tinyint",""
"WebPush","OptInPrompt","Status","tinyint",""
"WebPush","OptInPrompt","CreatedAt","datetime2",""
"WebPush","OptInPrompt","StartDate","datetime2",""
"WebPush","OptInPrompt","Conditions","nvarchar","-1"
"WebPush","OptInPrompt","EndDate","datetime2",""
"WebPush","OptInPrompt","OptInEventTrigger","tinyint",""
"WebPush","OptInPrompt","EditorType","tinyint",""
"WebPush","WebPushChannel","Id","int",""
"WebPush","WebPushChannel","WebsiteId","int",""
"WebPush","WebPushChannel","Status","tinyint",""
"WebPush","WebPushChannel","CreatedAt","datetime2",""
"WebPush","WebPushChannel","ServiceWorkerUrl","nvarchar","2048"
"WebPush","WebPushChannel","ConfigurationStatus","tinyint",""
"WebPush","WebPushChannel","FirstActivation","bit",""
"WebPush","WebPushChannel","ConsentId","int",""
"WebPush","WebPushChannel","VapidPrivateKey","nvarchar","128"
"WebPush","WebPushChannel","VapidPublicKey","nvarchar","128"
"WebPush","WebPushChannel","LastValidationError","nvarchar","-1"
"WebPush","WebPushChannel","LastValidationErrorDate","datetime2",""
"WebPush","WebPushChannel","ValidFrom","datetime2",""
"WebPush","WebPushChannel","ValidTo","datetime2",""
"WebPush","WebPushChannelHistory","Id","int",""
"WebPush","WebPushChannelHistory","WebsiteId","int",""
"WebPush","WebPushChannelHistory","Status","tinyint",""
"WebPush","WebPushChannelHistory","CreatedAt","datetime2",""
"WebPush","WebPushChannelHistory","ServiceWorkerUrl","nvarchar","2048"
"WebPush","WebPushChannelHistory","ConfigurationStatus","tinyint",""
"WebPush","WebPushChannelHistory","FirstActivation","bit",""
"WebPush","WebPushChannelHistory","ConsentId","int",""
"WebPush","WebPushChannelHistory","VapidPrivateKey","nvarchar","128"
"WebPush","WebPushChannelHistory","VapidPublicKey","nvarchar","128"
"WebPush","WebPushChannelHistory","LastValidationError","nvarchar","-1"
"WebPush","WebPushChannelHistory","LastValidationErrorDate","datetime2",""
"WebPush","WebPushChannelHistory","ValidFrom","datetime2",""
"WebPush","WebPushChannelHistory","ValidTo","datetime2",""
"WebPush","WebPushMessage","Id","int",""
"WebPush","WebPushMessage","Type","tinyint",""
"WebPush","WebPushMessage","CreatedAt","datetime2",""
"WebPush","WebPushMessage","UpdatedAt","datetime2",""
"WebPush","WebPushMessage","CreatedBy","varchar","320"
"WebPush","WebPushMessage","UpdatedBy","varchar","320"
"WebPush","WebPushMessage","ClickTracking","bit",""
"WebPush","WebPushMessage","UnsubscribeStrategy","tinyint",""
"WebPush","WebPushMessage","Revenue","decimal",""
"WebPush","WebPushMessage","ExpirationTime","int",""
"WebPush","WebPushMessage","ViewTracking","bit",""
"WebPush","WebPushMessageContent","Id","int",""
"WebPush","WebPushMessageContent","WebPushMessageId","int",""
"WebPush","WebPushMessageContent","CreatedAt","datetime2",""
"WebPush","WebPushMessageContent","LastEditedAt","datetime2",""
"WebPush","WebPushMessageContent","Name","nvarchar","-1"
"WebPush","WebPushMessageContent","Body","nvarchar","-1"
"WebPush","WebPushMessageContent","Subject","nvarchar","-1"
"WebPush","WebPushMessageContent","Link","nvarchar","-1"
"WebPush","WebPushMessageContent","Icon","nvarchar","100"
"WebPush","WebPushMessageContent","BigImage","nvarchar","100"
"WebPush","WebPushMessageContent","Action1Title","nvarchar","-1"
"WebPush","WebPushMessageContent","Action1Url","nvarchar","-1"
"WebPush","WebPushMessageContent","Action1Icon","nvarchar","-1"
"WebPush","WebPushMessageContent","Action2Title","nvarchar","-1"
"WebPush","WebPushMessageContent","Action2Url","nvarchar","-1"
"WebPush","WebPushMessageContent","Action2Icon","nvarchar","-1"
"WebPush","WebPushMessageContent","IsDeleted","bit",""
"WebPush","WebPushMessageContent","IsSubjectDynamic","bit",""
"WebPush","WebPushMessageContent","IsBodyDynamic","bit",""
"WebPush","WebPushMessageContent","IsLinkDynamic","bit",""
"WebPush","WebPushMessageContent","RequireInteraction","bit",""
"WebPush","WebPushMessageContent","IsAction1TitleDynamic","bit",""
"WebPush","WebPushMessageContent","IsAction1UrlDynamic","bit",""
"WebPush","WebPushMessageContent","IsAction1Selected","bit",""
"WebPush","WebPushMessageContent","IsAction2TitleDynamic","bit",""
"WebPush","WebPushMessageContent","IsAction2UrlDynamic","bit",""
"WebPush","WebPushMessageContent","IsAction2Selected","bit",""
"WebPush","WebPushMessageContent","Source","tinyint",""
"WebPush","WebPushMessageContent","UsesRemoteContent","bit",""
"WebPush","WebPushMessageContent","UsesLinks","bit",""
"WebPush","WebPushMessageContent","UpdatedBy","varchar","320"
"WebPush","WebPushMessageContent","ValidFrom","datetime2",""
"WebPush","WebPushMessageContent","ValidTo","datetime2",""
"WebPush","WebPushMessageContentCounters","WebPushMessageContentId","int",""
"WebPush","WebPushMessageContentCounters","Sent","int",""
"WebPush","WebPushMessageContentCounters","Views","int",""
"WebPush","WebPushMessageContentCounters","Clicks","int",""
"WebPush","WebPushMessageContentCounters","Unsubscribed","int",""
"WebPush","WebPushMessageContentHistory","Id","int",""
"WebPush","WebPushMessageContentHistory","WebPushMessageId","int",""
"WebPush","WebPushMessageContentHistory","CreatedAt","datetime2",""
"WebPush","WebPushMessageContentHistory","LastEditedAt","datetime2",""
"WebPush","WebPushMessageContentHistory","Name","nvarchar","-1"
"WebPush","WebPushMessageContentHistory","Body","nvarchar","-1"
"WebPush","WebPushMessageContentHistory","Subject","nvarchar","-1"
"WebPush","WebPushMessageContentHistory","Link","nvarchar","-1"
"WebPush","WebPushMessageContentHistory","Icon","nvarchar","100"
"WebPush","WebPushMessageContentHistory","BigImage","nvarchar","100"
"WebPush","WebPushMessageContentHistory","Action1Title","nvarchar","-1"
"WebPush","WebPushMessageContentHistory","Action1Url","nvarchar","-1"
"WebPush","WebPushMessageContentHistory","Action1Icon","nvarchar","-1"
"WebPush","WebPushMessageContentHistory","Action2Title","nvarchar","-1"
"WebPush","WebPushMessageContentHistory","Action2Url","nvarchar","-1"
"WebPush","WebPushMessageContentHistory","Action2Icon","nvarchar","-1"
"WebPush","WebPushMessageContentHistory","IsDeleted","bit",""
"WebPush","WebPushMessageContentHistory","IsSubjectDynamic","bit",""
"WebPush","WebPushMessageContentHistory","IsBodyDynamic","bit",""
"WebPush","WebPushMessageContentHistory","IsLinkDynamic","bit",""
"WebPush","WebPushMessageContentHistory","RequireInteraction","bit",""
"WebPush","WebPushMessageContentHistory","IsAction1TitleDynamic","bit",""
"WebPush","WebPushMessageContentHistory","IsAction1UrlDynamic","bit",""
"WebPush","WebPushMessageContentHistory","IsAction1Selected","bit",""
"WebPush","WebPushMessageContentHistory","IsAction2TitleDynamic","bit",""
"WebPush","WebPushMessageContentHistory","IsAction2UrlDynamic","bit",""
"WebPush","WebPushMessageContentHistory","IsAction2Selected","bit",""
"WebPush","WebPushMessageContentHistory","Source","tinyint",""
"WebPush","WebPushMessageContentHistory","UsesRemoteContent","bit",""
"WebPush","WebPushMessageContentHistory","UsesLinks","bit",""
"WebPush","WebPushMessageContentHistory","UpdatedBy","varchar","320"
"WebPush","WebPushMessageContentHistory","ValidFrom","datetime2",""
"WebPush","WebPushMessageContentHistory","ValidTo","datetime2",""
"WebPush","WebPushMessageContentUtmParameter","Id","int",""
"WebPush","WebPushMessageContentUtmParameter","WebPushMessageContentId","int",""
"WebPush","WebPushMessageContentUtmParameter","Name","nvarchar","50"
"WebPush","WebPushMessageContentUtmParameter","Value","nvarchar","300"
"WebPush","WebPushMessageContentUtmParameter","IsDynamic","bit",""
"WebPush","WebPushMessageUnsubscribeConsents","WebPushMessagesId","int",""
"WebPush","WebPushMessageUnsubscribeConsents","UnsubscribeConsentsId","int",""
"WebPush","WebPushNewsletter","Id","int",""
"WebPush","WebPushNewsletter","Status","tinyint",""
"WebPush","WebPushNewsletter","StartAt","datetime2",""
"WebPush","WebPushNewsletter","FinishAt","datetime2",""
"WebPush","WebPushNewsletter","SendToAll","bit",""
"WebPush","WebPushNewsletter","IsTestMessage","bit",""
"WebPush","WebPushNewsletter","ThrottlingStrategy","tinyint",""
"WebPush","WebPushNewsletter","TimeZone","varchar","256"
"WebPush","WebPushNewsletter","DeliveryMode","tinyint",""
"WebPush","WebPushNewsletter","WebsiteId","int",""
"WebPush","WebPushNewsletterConsents","WebPushNewslettersId","int",""
"WebPush","WebPushNewsletterConsents","ConsentsId","int",""
"WebPush","WebPushNewsletterExcludedSegments","WebPushNewslettersId","int",""
"WebPush","WebPushNewsletterExcludedSegments","SegmentsId","int",""
"WebPush","WebPushNewsletterSegments","WebPushNewslettersId","int",""
"WebPush","WebPushNewsletterSegments","SegmentsId","int",""
"WebPush","WebPushShipment","Id","int",""
"WebPush","WebPushShipment","WebPushMessageId","int",""
"WebPush","WebPushShipment","WebPushMessageContentId","int",""
"WebPush","WebPushShipment","Status","tinyint",""
"WebPush","WebPushShipment","Schedule","tinyint",""
"WebPush","WebPushShipment","GenerateListDate","datetime2",""
"WebPush","WebPushShipment","SendDate","datetime2",""
"WebPush","WebPushShipment","FinishDate","datetime2",""
"WebPush","WebPushShipment","ReceiversCount","int",""
"WebPush","WebPushShipment","SentCount","int",""
"WebPush","WebPushShipment","NoConsentGivenCount","int",""
"WebPush","WebPushShipment","UnsubscribedCount","int",""
"WebPush","WebPushShipmentRecipient","Id","int",""
"WebPush","WebPushShipmentRecipient","WebPushShipmentId","int",""
"WebPush","WebPushShipmentRecipient","CustomerId","int",""
"WebPush","WebPushShipmentRecipient","SegmentId","int",""
"WebPush","WebPushShipmentRecipient","SendDate","datetime2",""
